id,title,category,affiliation,requiredCopies,subtitle,rank,metadataStatus,sourceCard
5ac6abb0a8de7f05,Cults Card 008,affiliation,Cults,2,,,ocr-review,CARD_008__P001__R03__C02.jpg
6f145eb4abecb648,Where The Trailended D,affiliation,Cults,3,,,auto,CARD_037__P005__R01__C01.jpg
826a3da971657b55,Tempted To.Despair ),affiliation,Cults,3,,,auto,CARD_040__P005__R02__C01.jpg
95549057eaaf8100,"Ooluk Cucu Ct Tod (Es Oo Eo ,",affiliation,Cults,3,,,auto,CARD_003__P001__R01__C03.jpg
9d247399a3c0c3da,Faith,special,Cults,1,,,auto,CARD_046__P006__R01__C01.jpg
a22d32b15371fa75,N Ew Followers :,affiliation,Cults,2,,,auto,CARD_006__P001__R02__C03.jpg
a63a632c0f651346,The Great Plan Mrey,affiliation,Cults,3,,,auto,CARD_018__P002__R03__C03.jpg
aac3ab8cadf389fb,Prophecies Of The Snake Of,affiliation,Cults,3,,,auto,CARD_021__P003__R01__C03.jpg
b580b7569a5c8a69,Worship Place,affiliation,Cults,2,,,auto,CARD_029__P004__R01__C02.jpg
c01266c84a1f7233,Cults Card 001,affiliation,Cults,2,,,ocr-review,CARD_001__P001__R01__C01.jpg
d7e742a63c774c50,Awakening,affiliation,Cults,3,,,auto,CARD_012__P002__R01__C03.jpg
1788e703b778744f,Ambush,encounter,,1,,,auto,CARD_009__P001__R03__C03.jpg
178e71ebd5f3c380,Showdown,encounter,,1,,,auto,CARD_001__P001__R01__C01.jpg
2824b1ebce0fe403,King Of The Hi,encounter,,1,,,auto,CARD_011__P002__R01__C02.jpg
3727d1897bf67581,News Flies,encounter,,1,,,auto,CARD_012__P002__R01__C03.jpg
6a09bdf5c21a7baf,Hidden Eviden,encounter,,1,,,auto,CARD_010__P002__R01__C01.jpg
6b21441a9e4af64c,Duel,encounter,,1,,,auto,CARD_006__P001__R02__C03.jpg
6ee24f498c1ea57c,Secure The Af,encounter,,1,,,auto,CARD_004__P001__R02__C01.jpg
7b351ed93a9c80c8,Divide And Co!,encounter,,1,,,auto,CARD_015__P002__R02__C03.jpg
8e2f6ff0bd40a26c,Vanguard,encounter,,1,,,auto,CARD_003__P001__R01__C03.jpg
95dd0f2a73f99516,Taking Sides,encounter,,1,,,auto,CARD_008__P001__R03__C02.jpg
9b172c925eb20a26,Crossfire,encounter,,1,,,auto,CARD_013__P002__R02__C01.jpg
c2397a7b0846e53f,Plunder,encounter,,1,,,auto,CARD_005__P001__R02__C02.jpg
d37d9d79b1f1cd0f,Fountains,encounter,,1,,,auto,CARD_016__P002__R03__C01.jpg
d81093912ac3b9fa,Chance Encol,encounter,,1,,,auto,CARD_002__P001__R01__C02.jpg
dfbc5274d2bafc9f,Fight For Ter,encounter,,1,,,auto,CARD_014__P002__R02__C02.jpg
f1a46f4e7946cd56,Stand-Off,encounter,,1,,,auto,CARD_007__P001__R03__C01.jpg
0eb01e023788ed92,In The Spotlight,event,,1,,,auto,CARD_004__P001__R02__C01.jpg
29e5d28e9fd1297c,6D Dv Clue Co,event,,1,,,auto,CARD_014__P002__R02__C02.jpg
47e538121793213b,Old Sewage System,event,,1,,,auto,CARD_016__P002__R03__C01.jpg
49bc858bd1084172,Data Extraction,event,,1,,,auto,CARD_007__P001__R03__C01.jpg
550f304841d7ab63,Exposed Q,event,,1,,,auto,CARD_005__P001__R02__C02.jpg
5cad3f3fa4d5638d,Heatwave,event,,1,,,auto,CARD_012__P002__R01__C03.jpg
88de8386e2524a3d,Full Moon,event,,1,,,auto,CARD_008__P001__R03__C02.jpg
a464733f1ef826f0,Heavy Rain,event,,1,,,auto,CARD_002__P001__R01__C02.jpg
af2639545ffdc2dd,Exhausted Y,event,,1,,,auto,CARD_009__P001__R03__C03.jpg
b0e90f33f7e54ef5,Q Labyrinthine Sewer,event,,1,,,auto,CARD_001__P001__R01__C01.jpg
b2c0c17c9fa7041e,The Rat,event,,1,,,auto,CARD_010__P002__R01__C01.jpg
c404d9060db46e26,Power Outage,event,,1,,,auto,CARD_013__P002__R02__C01.jpg
c84d7ba7a9160206,Suspect Escapes :,event,,1,,,auto,CARD_015__P002__R02__C03.jpg
cde6a820ecd3afd4,Delayed :,event,,1,,,auto,CARD_006__P001__R02__C03.jpg
d2d7920d5088009a,Sx Eo Ne Eee,event,,1,,,auto,CARD_011__P002__R01__C02.jpg
ded970a9ae3f374d,Gotham In Flames,event,,1,,,auto,CARD_003__P001__R01__C03.jpg
16a3e5cc7682fea4,Stick to the Plan,general,,2,,,auto,CARD_011__P002__R01__C02.jpg
181e3fdc3af39cec,Overdrive,general,,2,,,auto,CARD_013__P002__R02__C01.jpg
338c26acb8556682,Stake Your Claim,general,,2,,,auto,CARD_019__P003__R01__C01.jpg
4b01fe60842f7ef0,They Must Know Pain,general,,1,,,auto,CARD_007__P001__R03__C01.jpg
52266e3a03232a39,Call an Ambulance!,general,,1,,,auto,CARD_003__P001__R01__C03.jpg
63ab8bd24558e57b,Catch a Bullet,general,,1,,,auto,CARD_002__P001__R01__C02.jpg
77184b05a09a069b,Feeling Weird,general,,2,,,auto,CARD_009__P001__R03__C03.jpg
78f6f011586a6576,Confusion,general,,1,,,auto,CARD_008__P001__R03__C02.jpg
7bb1419642149b0f,Flanking,general,,2,,,auto,CARD_015__P002__R02__C03.jpg
a12ded6a35876a11,Valuable Commodities,general,,1,,,auto,CARD_001__P001__R01__C01.jpg
a7c267ae2db91669,Disturbance,general,,2,,,auto,CARD_017__P002__R03__C02.jpg
f4ee46481478e630,Dirty Job,general,,3,,,auto,CARD_004__P001__R02__C01.jpg
ff9b153deff68409,Die Hard,general,,1,,,auto,CARD_021__P003__R01__C03.jpg
281ba08e1cc687cc,"Outstanding Mote, 7 Vo",affiliation,Harley Quinn And Friends,3,,,auto,CARD_026__P003__R03__C02.jpg
2b89791710c349aa,Fanalog Hacking Ee Ares Selene Adh,affiliation,Harley Quinn And Friends,4,,,auto,CARD_031__P004__R02__C01.jpg
2f91b6d42497d4e0,Harley Quinn & Friends Special Rules,special,Harley Quinn And Friends,1,,,auto,CARD_035__P004__R03__C02.jpg
34562332ab76c625,Take Back What Is Ours,affiliation,Harley Quinn And Friends,3,,,auto,CARD_020__P003__R01__C02.jpg
3656fe1d1260e4fa,Lie,affiliation,Harley Quinn And Friends,3,,,auto,CARD_017__P002__R03__C02.jpg
6027a41fbb78b217,Sipe Ee Rise V4 D O Nse,affiliation,Harley Quinn And Friends,3,,,auto,CARD_012__P002__R01__C03.jpg
9a10676370c4d302,Riots In Thestreets,affiliation,Harley Quinn And Friends,3,,,auto,CARD_009__P001__R03__C03.jpg
9e1259389f8f0695,Abl Skee Ac Cee Bb,affiliation,Harley Quinn And Friends,3,,,auto,CARD_006__P001__R02__C03.jpg
a1798cb2d847649b,Poison The Supply. Od,affiliation,Harley Quinn And Friends,2,,,auto,CARD_029__P004__R01__C02.jpg
ae0f1ae7c546f901,Attack The System,affiliation,Harley Quinn And Friends,2,,,auto,CARD_001__P001__R01__C01.jpg
da0bdf06fa9949c9,Ecoterrorism Gos,affiliation,Harley Quinn And Friends,3,,,auto,CARD_023__P003__R02__C02.jpg
ea21c290c137366d,Therevolthasbegun,affiliation,Harley Quinn And Friends,2,,,auto,CARD_015__P002__R02__C03.jpg
fb80053ef41144c0,Fight In The Shadows. 3,affiliation,Harley Quinn And Friends,3,,,auto,CARD_003__P001__R01__C03.jpg
160992bd94680fda,Psychopaths :,affiliation,Joker,3,,,auto,CARD_022__P003__R02__C01.jpg
325d1bc8f22d1b49,So Long: It's Been Agis Aj,affiliation,Joker,3,,,auto,CARD_001__P001__R01__C01.jpg
59f3f820dceafab0,Joker Card 018,affiliation,Joker,2,,,ocr-review,CARD_018__P002__R03__C03.jpg
60cfbbe7102f1368,Bite The Dust!,affiliation,Joker,4,,,auto,CARD_004__P001__R02__C01.jpg
65042a4b62f5084f,Poisoning Gotham,affiliation,Joker,2,,,auto,CARD_028__P004__R01__C01.jpg
8f00e11ece754ab9,Joker Card 014,affiliation,Joker,2,,,ocr-review,CARD_014__P002__R02__C02.jpg
902f5e9b7c00d938,Aace Chemicals Barrel,affiliation,Joker,3,,,auto,CARD_030__P004__R01__C03.jpg
92720a0ca95eb949,Let Them Do Their Thing I 5,affiliation,Joker,2,,,auto,CARD_020__P003__R01__C02.jpg
a5a4813f0b84e484,A He First Laugh,affiliation,Joker,3,,,auto,CARD_025__P003__R03__C01.jpg
c5a9379afd17e986,It Doesn'tlook Fresh,affiliation,Joker,3,,,auto,CARD_011__P002__R01__C02.jpg
d631017a91974be2,You're Expendable,affiliation,Joker,2,,,auto,CARD_016__P002__R03__C01.jpg
daa3b242f97b76a5,Let Theminonthejoke,affiliation,Joker,3,,,auto,CARD_008__P001__R03__C02.jpg
dddab9d603b9fde5,Bd Etal,affiliation,Joker,3,,,auto,CARD_033__P004__R02__C03.jpg
0086eec06961b5f1,They Won't See Mecoming 3,affiliation,Law Forces,2,,,auto,CARD_013__P002__R02__C01.jpg
0c24b45767a8b253,Monitoring,affiliation,Law Forces,3,,,auto,CARD_032__P004__R02__C02.jpg
1166c0c1087f5a3a,Finding A Suspect,affiliation,Law Forces,2,,,auto,CARD_018__P002__R03__C03.jpg
126ffc97af1c7d7c,Law Forces Card 004,affiliation,Law Forces,3,,,ocr-review,CARD_004__P001__R02__C01.jpg
1b40f524d8eca84f,Following The Clues,affiliation,Law Forces,2,,,auto,CARD_025__P003__R03__C01.jpg
2def7a3dd821ebc0,O Or Rr Ro J Ce Fe Oct E,affiliation,Law Forces,3,,,auto,CARD_007__P001__R03__C01.jpg
565526d66c1168ab,Uncovered Truth,affiliation,Law Forces,3,,,auto,CARD_022__P003__R02__C01.jpg
7dc7610c5eb45962,Secure The Perimeter,affiliation,Law Forces,3,,,auto,CARD_010__P002__R01__C01.jpg
85f3eea3db4536bb,Planting Evidence,affiliation,Law Forces,2,,,auto,CARD_027__P003__R03__C03.jpg
98447bf05ea8d594,Wait For Backup,affiliation,Law Forces,2,,,auto,CARD_020__P003__R01__C02.jpg
bf6fd1bf4d7b35f2,"Wnon-Lethalammd,",affiliation,Law Forces,3,,,auto,CARD_015__P002__R02__C03.jpg
c30ec50dd944c5b0,Law Forces Card 029,affiliation,Law Forces,3,,,ocr-review,CARD_029__P004__R01__C02.jpg
cbeb249f10edfa64,Comb Through Everything,affiliation,Law Forces,3,,,auto,CARD_001__P001__R01__C01.jpg
11e543b72db99234,League Of Assassins Card 030,affiliation,League Of Assassins,3,,,ocr-review,CARD_030__P004__R01__C03.jpg
22df1d4cfedb7373,Well Rounded Mind,affiliation,League Of Assassins,2,,,auto,CARD_033__P004__R02__C03.jpg
5806d574cf577aec,League Of Assassins Card 011,affiliation,League Of Assassins,3,,,ocr-review,CARD_011__P002__R01__C02.jpg
7072319738dfc90b,Under Their Noses,affiliation,League Of Assassins,4,,,auto,CARD_004__P001__R02__C01.jpg
7a31e7b27065f238,Blood For Blood Gegen,affiliation,League Of Assassins,2,,,auto,CARD_014__P002__R02__C02.jpg
7d7452e374e52927,Reclaim The Lazarus Pit,affiliation,League Of Assassins,2,,,auto,CARD_016__P002__R03__C01.jpg
9d913258a4bea926,Aiultiple Threats,affiliation,League Of Assassins,3,,,auto,CARD_022__P003__R02__C01.jpg
abf7bafc32c738c7,A Step Ahead,affiliation,League Of Assassins,2,,,auto,CARD_025__P003__R03__C01.jpg
ade6147a5002578e,Where Ends Everything,affiliation,League Of Assassins,3,,,auto,CARD_027__P003__R03__C03.jpg
b027d4a5e81da324,Wwe Cannot Be Defeated,affiliation,League Of Assassins,2,,,auto,CARD_018__P002__R03__C03.jpg
d82b143d12d470fd,Eradicate The Order,affiliation,League Of Assassins,3,,,auto,CARD_001__P001__R01__C01.jpg
fb9794990db9c422,Do Not Deviate From The Plan,affiliation,League Of Assassins,3,,,auto,CARD_008__P001__R03__C02.jpg
feaa293fcf522933,The Fire Rises Ari,affiliation,League Of Assassins,2,,,auto,CARD_020__P003__R01__C02.jpg
0d41ccc4969fca0b,Ns . A 4 7 Nx B Be,affiliation,Mr. Freeze,2,,,auto,CARD_028__P004__R01__C01.jpg
0ddc727ef71c4a02,Frozen,special,Mr. Freeze,1,,,auto,CARD_039__P005__R01__C03.jpg
30ba4ecbe76b2fba,Mr. Freeze Card 007,affiliation,Mr. Freeze,4,,,ocr-review,CARD_007__P001__R03__C01.jpg
3988b79c3d8144d0,Cool Trophy A X,affiliation,Mr. Freeze,3,,,auto,CARD_033__P004__R02__C03.jpg
5d1dbddd15097ff3,Sa Freeze Is Coming,affiliation,Mr. Freeze,3,,,auto,CARD_004__P001__R02__C01.jpg
69d8dae8f52907e4,Kingdom Of Ice,affiliation,Mr. Freeze,3,,,auto,CARD_019__P003__R01__C01.jpg
71724f96944d9b94,Ice Age,special,Mr. Freeze,4,,,auto,CARD_024__P003__R02__C03.jpg
761267eaf39d81b7,Objective Card Keywords,special,Mr. Freeze,1,,,ocr-review,CARD_040__P005__R02__C01.jpg
93668108431bc5cc,Send Them To The Cooler,affiliation,Mr. Freeze,2,,,auto,CARD_022__P003__R02__C01.jpg
b9b17c2402851b8e,Hell Freezes Over Ues,affiliation,Mr. Freeze,3,,,auto,CARD_036__P004__R03__C03.jpg
bf04e5b2e9187c94,Endless Winter,affiliation,Mr. Freeze,3,,,auto,CARD_016__P002__R03__C01.jpg
